0,1,2,3
-1.7818073724302743,-0.5829089698761206,-0.46165401344728263,0.10365228136260146
-1.1813431508222119,-0.3020380550929521,-0.44631108954134774,1.4930606754174593
1.2173682868034037,0.31272844152692336,-1.735769227271963,0.47538193663772826
0.5630527872541572,0.1698068182383083,-1.0929469509752447,1.4407354760393916
0.2312687419852284,-1.513560728014463,-1.515105323122222,1.457309805906064
1.600300428968117,-1.383589600492758,0.3496415881808275,-0.04993485784405162
0.12364665882236568,0.18474528637527818,1.05190245155357,-0.324226929971672
-0.19986126093241804,-0.5299907316605882,0.3968638142453839,-0.6551214045662492
-0.25427300238743206,-0.9408760980143352,-0.1843598063097447,0.009271536665093939
-0.1289670640975846,-0.6180915699492886,-1.043895742739243,0.5647159154560775
1.6376110474988925,0.24916722465617874,0.7342148451349421,1.0916688288281533
-0.3158888501456366,-0.34919320880247484,0.42809778412727645,-0.6615068911299562
-1.8328285434213591,-1.04576269534514,2.1595390856461316,0.2242309730952508
-0.7538984167686259,1.3324190169130097,-0.6823663923821585,-0.08921539181821703
-0.512578581811726,0.2374713535767925,-0.06073857251757772,-0.9248667740761424
0.8418783815414317,-0.3870474742009815,-0.5030926477660955,0.6029392669121293
0.04735961782063306,0.06211761832631793,-0.8637867447129967,0.7036685638054516
-1.5042306791155085,0.08966138801589162,0.7345873711217444,-0.9730184891934905
0.7913061343785195,-1.1583362150168264,-3.1656290197715258,-0.016495838113128818
1.177992539018923,1.5381501574117689,-0.4771377524686537,-0.39334242389468826
-0.9767768569866038,-1.0246718159319892,-0.07769334470329664,-0.09605370569711896
0.5211712791450487,0.6406890055832667,-0.0870841197849967,-0.558699761374788
0.950584337621641,-0.1999426027042955,0.19001177475674463,-0.8543292285504339
-1.8991009098744829,1.9711319829517693,0.3948087686823986,0.477277837646629
